locations,lat,lng
"Tingkat 4 dan 5, Menara Guru, Persiaran Sultan Abdul Hamid, Taman Teratai Jingga, 05050 Alor Setar, Kedah, Malaysia",6.1006508,100.3603991
"Kedah, Malaysia",6.1183964,100.3684595
"Pendang, Kedah, Malaysia",5.993039,100.4773388
"Sik, Kedah, Malaysia",5.818345,100.743021
"Sik, Kedah, Malaysia",5.818345,100.743021
"Majlis Perbandaran Sungai Petani Bangunan SP Plaza Sungai Petani, Kedah, Taman Lagenda Indah, 08000 Sungai Petani, Kedah, Malaysia",5.6679856,100.4817404
"Pejabat Tanah dan Jajahan Bachok, 16300 Bachok, Kelantan, Malaysia",6.0561609,102.3919307
"Kelantan, Malaysia",6.1253969,102.238071
"18300 Gua Musang, Kelantan, Malaysia",4.884279,101.968178
"18300 Gua Musang, Kelantan, Malaysia",4.884279,101.968178
"Ketua Jajahan Pejabat Tanah dan Jajahan Jeli, 17600, Jeli, Kelantan, Bandar Jeli, 17600 Jeli, Kelantan, Malaysia",5.6951482,101.8450725
"Kelantan, Malaysia",6.1253969,102.238071
"Tingkat 5, Kompleks YAKIN, Jalan Gajah Mati, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia",6.125075,102.2368492
"Kelantan, Malaysia",6.1253969,102.238071
"Kelantan, Malaysia",6.1253969,102.238071
"Kelantan, Malaysia",6.1253969,102.238071
"Kelantan, Malaysia",6.1253969,102.238071
"Kelantan, Malaysia",6.1253969,102.238071
"Jalan Padang Perdana, Bandar Kota Bharu, 15572 Kota Bharu, Kelantan, Malaysia",6.1225156,102.2401701
"Kelantan, Malaysia",6.1253969,102.238071
"Blok 6, Aras 1, Kompleks Kota Darulnaim, 15503, Kota Bharu, Kelantan, 15200 Kota Bharu, Kelantan, Malaysia",6.1248825,102.2536422
"Kelantan, Malaysia",6.1253969,102.238071
"Kelantan, Malaysia",6.1253969,102.238071
"15200 Kota Bharu, Kelantan, Malaysia",6.1228451,102.2520095
"Kelantan, Malaysia",6.1253969,102.238071
"Ketereh, Kelantan, Malaysia",5.957974,102.249882
"Kota Bharu, Kelantan, Malaysia",6.1256521,102.2387193
"15200 Kota Bharu, Kelantan, Malaysia",6.124785,102.2543825
"Pejabat Tanah dan Jajahan Kuala Krai, 18000, Kuala Krai, Kelantan, Kuala Krai, 18000 Kuala Krai, Kelantan, Malaysia",5.5395937,102.2015028
"JKR 60, Jalan Sultan Yahya Petra, Pekan Kuala Krai, 18000 Kuala Krai, Kelantan, Malaysia",5.53122,102.1977033
"Machang, Kelantan, Malaysia",5.767933,102.2153872
"Machang, Kelantan, Malaysia",5.767933,102.2153872
"Pasir Mas, Kelantan, Malaysia",6.0530749,102.1118253
"Pasir Mas, Kelantan, Malaysia",6.0530749,102.1118253
"Pasir Puteh, Kelantan, Malaysia",5.836163,102.4077409
"Pasir Puteh, Kelantan, Malaysia",5.836163,102.4077409
"Blok 8 Mabna MBI, Aras 4, D3, Bandar Kota Bharu, 15503 Kota Bharu, Kelantan, Malaysia",6.1111218,102.2375703
"Tanah Merah, Kelantan, Malaysia",5.808887,102.1470772
"Tanah Merah, Kelantan, Malaysia",5.808887,102.1470772
"Ketua Jajahan Pejabat Tanah dan Jajahan Tumpat, 16200, Tumpat, Kelantan, Pasar, Pekan Tumpat, 16200 Tumpat, Kelantan, Malaysia",6.1984715,102.1717629
"Tumpat, Kelantan, Malaysia",6.199069,102.169372
"715 Southpoint Blvd # C, Petaluma, CA 94954, USA",38.2569569,-122.6454848
"No.2, Jln Setia Prima S U13/S, Setia Alam, 40170 Shah Alam, Selangor, Malaysia",3.1090184,101.4520989
"508 Fulton St, Durham, NC 27705, USA",36.0094507,-78.9379688
"28, Tower 2, Jalan Rakyat, Brickfields, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1299436,101.6827087
"Level 6, Prima 9, Prima Avenue II, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9138486,101.6560974
Malaysia,4.210484,101.975766
"8 James St, Saint James' (part of Phoenix Park), Dublin, Ireland",53.3395312,-6.2911952
"Pejabat Daerah dan Tanah Alor Gajah, 78000, Alor Gajah, Melaka, 78000 Alor Gajah, Malacca, Malaysia",2.383437,102.2107079
"Alor Gajah, Malacca, Malaysia",2.382211,102.2115611
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.194418,102.249063
"Pejabat Daerah dan Tanah Jasin, 77000, Jasin, Melaka, 77000 Jasin, Malacca, Malaysia",2.3062028,102.4228116
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Kampung Durian Daun, 75100 Malacca, Malaysia",2.2056636,102.2564447
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.194418,102.249063
"Malacca, Malaysia",2.189594,102.2500868
"8 Lengkok Bahru, Singapore 159052",1.2865637,103.811373
"Malacca, Malaysia",2.194418,102.249063
"Malacca, Malaysia",2.189594,102.2500868
"Malacca, Malaysia",2.189594,102.2500868
"Jalan Kota, Kompleks Warisan, 75000 Melaka, Malaysia",2.1927154,102.2483259
"Stadium Hang Jebat Kompleks Sukan Negeri, Perbadanan Stadium Melaka Aras 1, 75260, Paya Rumput Krubong, Melaka, 75260 Krubong, Malacca, Malaysia",2.288852,102.2331075
"Bahgian Pengurusan Sumber Perikanan, 32, Persiaran Perdana, Presint 4, 62628 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9143961,101.6837792
"Lot 4G1, Precint 4,Federal Goverment Administration Centre, 62630, Putrajaya, Presint 3, 62000 Putrajaya, Malaysia",2.9158678,101.6826424
"Wisma LKIM, Pulau Meranti, Jalan Desaria, Selangor, Kampung Batu Sembilan, 47120 Puchong, Selangor, Malaysia",2.9725009,101.6384586
"Peti Surat 127, Bandar Kota Bharu, 15710 Kota Bharu, Kelantan, Malaysia",6.1068164,102.2631971
"5, Jalan Padi Mahsuri, Bandar Baru Uda, 81200 Johor Bahru, Johor, Malaysia",1.4997378,103.7111979
Malaysia,4.210484,101.975766
"Level 7 Tower 1, Menara Cyber Axis, Jalan Impact, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9181183,101.6606033
"80, Jalan 1/112a, Taman Bukit Angkasa, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1099212,101.6732101
"Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9224,101.659
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"Menara Uoa Bangsar, Jalan Bangsar Utama 1, Bangsar, 59000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1278348,101.6782556
Malaysia,4.210484,101.975766
"20th Floor, Menara Ta One, 22, Jalan P. Ramlee, Kuala Lumpur, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1566999,101.7100252
Malaysia,4.210484,101.975766
"Aras 4-7, Galeria PJH, Jalan P4 W, Persiaran Perdana, 62100 Putrajaya, Malaysia",2.9128632,101.6841854
"Baru Selayang, 68100 Batu Caves, Selangor, Malaysia",3.2607338,101.6537356
"Jalan Ilmu 1/1, 40450 Shah Alam, Selangor, Malaysia",3.069724,101.5036726
"Malacca, Malaysia",2.194418,102.249063
"MF2Q+94R, St Vincent St, Port of Spain, Trinidad and Tobago",10.6509887,-61.5122463
"Kem, Sungai Besi, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0504628,101.7248331
"D3-06-01, Centre Court Persiaran Multimedia Cyber 10 Tamarind Square, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9204786,101.6363363
"Jln Profesor Diraja Ungku Aziz, 50603 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1209046,101.6538414
"Exit Lebuhraya Changlun - Kuala Perlis, 02600 Arau, Perlis, Malaysia",6.4604292,100.351832
"Jln Datuk Mohammad Musa, 94300 Kota Samarahan, Sarawak, Malaysia",1.4666795,110.425148
"Universiti Pendidikan Sultan Idris, 35900 Tanjong Malim, Perak, Malaysia",3.685019,101.524086
"JALAN UNIVERSITI 1 Serdang, 43400 Seri Kembangan, Selangor, Malaysia",2.99932,101.707939
"11800 Gelugor, Penang, Malaysia",5.358315,100.3023473
"Jalan Hang Tuah Jaya, 76100 Durian Tunggal, Melaka, Malaysia",2.3137898,102.3211166
"Sintok, 06010 Bukit Kayu Hitam, Kedah, Malaysia",6.4484176,100.5096811
"Tingkat 8, Menara PjH, Menara PJH, 2, Jalan Tun Abdul Razak, Presint 2, 62000 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.928808,101.6870928
"Jalan Sultan Yahya Petra, Kampung Datuk Keramat, 54000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.170873,101.7182694
"1516 9th St, Sacramento, CA 95814, USA",38.5746837,-121.4978772
"Jalan Frim, Institut Penyelidikan Perhutanan Malaysia, 52109 Kuala Lumpur, Selangor, Malaysia",3.2354034,101.6328155
"Peninsular Malaysia, Malaysia",3.9743406,102.4380581
"Ardhi House 10th Floor, Wing ‘A, 1St Ngong Ave, Nairobi, Kenya",-1.2925835,36.8111194
Malaysia,4.210484,101.975766
"Wisma Sumber Asli, 25, Persiaran Perdana, Presint 4, 62574 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9145499,101.6850477
"Level 9, Galeria PjH, Persiaran Perdana, Presint 4, 62100 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9126761,101.6841762
"Level 2, Unit 4A, Menara PjH, Menara PJH, 2, Jalan Tun Abdul Razak, Presint 2, 62100 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9288653,101.6869614
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"3730, Persiaran Apec, Cyberjaya, 63000 Cyberjaya, Selangor, Malaysia",2.9090721,101.6548113
"Kampus INSKEN, CoPlace 1, 2270, Jalan Usahawan 2, Cyber 6, 63000 Cyberjaya, Selangor, Malaysia",2.9266688,101.6624332
"Bangsar, 59200 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1125074,101.6684139
"Menara Sme Bank, Jln Sultan Ismail, Chow Kit, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1582896,101.7010919
"SME 1, Block B, Jalan Stesen Sentral 2, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1360317,101.6884755
"Aras1-4, Podium 2,3, Wisma Sumber Asli, 25, Persiaran Perdana, Presint 3, 62574 Putrajaya, Malaysia",2.9142089,101.6856842
Malaysia,4.210484,101.975766
"Lot 5377, Jalan Putra Permai, Rizab Melayu Sungai Kuyoh, 43300 Seri Kembangan, Selangor, Malaysia",3.0011599,101.6847743
"Federal NSW 2480, Australia",-28.6525255,153.4561498
"Kampung Baru, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1630505,101.706183
"87000 Labuan, Labuan Federal Territory, Malaysia",5.2831456,115.230825
"Putrajaya, Malaysia",2.926361,101.696445
"Building, 30, Ministry of Finance and the Public Service, 4 National Heroes Cir, Kingston, Jamaica",17.9852595,-76.7866449
"Persiaran Rimba Permai, Cyber 8, 63000 Cyberjaya, Selangor, Malaysia",2.9108964,101.6502439
"17th Floor, Main Office Tower Financial Park Complex, Jalan Merdeka, 87000, Wilayah Persekutuan Labuan, Sabah, Financial Park, 87000 Victoria, Labuan Federal Territory, Malaysia",5.2766122,115.2491706
"KOMPLEKS KEMENTERIAN KEWANGAN NO.9 PERSIARAN PERDANA, PRESINT 2, PUSAT PENTADBIRAN KERAJAAN PERSEKUTUAN, 62592 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9229813,101.6878917
"Sarawak, Malaysia",1.5532783,110.3592127
"3, Persiaran Bukit Kiara, Bukit Kiara, 50490 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1454818,101.6447528
"Terengganu, Malaysia",5.3116916,103.1324154
"Sabah, Malaysia",5.9788398,116.0753199
"Presint 2, 62100 Putrajaya, Malaysia",2.9237115,101.6877902
"15 Downie Ave, Harare, Zimbabwe",-17.79812,31.0431116
"516, Persiaran Tuanku Ja’afar, Tasik Perdana, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1410079,101.6830514
"Unit Keusahawanan, Politeknik Banting Selangor Persaiaran Ilmu, Jalan Sultan Abdul Samad, Kampung Sungai Raba, 42700 Banting, Selangor, Malaysia",2.8254988,101.4660555
"Akademi Kepimpinan Pendidikan Tinggi (AKEPT, Lebuh, 71760 Bandar Baru Enstek, Negeri Sembilan, Malaysia",2.7332786,101.779505
"Jalan Gombak, 53100, Selangor, Malaysia",3.2504473,101.7347286
"13600 Seberang Perai, Penang, Malaysia",5.3700335,100.4139476
"POLITEKNIK SULTAN HAJI AHMAD SHAH, Semambu, 25350 Kuantan, Pahang, Malaysia",3.8626197,103.3165089
"Persiaran Tun Dr. Ismail Jalan Kluang Parit Raja, 86400 Batu Pahat, Johor, Malaysia",1.8565058,103.0821795
"Sabah, Malaysia",5.9788398,116.0753199
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"Tkt. Bawah, Wisma Hock Teik, 1778, Jalan Ciku, 14000 Bukit Mertajam, Penang, Malaysia",5.366192,100.459892
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"5701 NW 35th Ave, Miami, FL 33142, USA",25.8263301,-80.2525558
Malaysia,4.210484,101.975766
"Sarawak, Malaysia",1.5532783,110.3592127
"Level 8, Block D4, Parcel D, Pusat Pentadbiran Kerajaan Persekutuan, Putrajaya, 62502, Putrajaya, WP Putrajaya, Presint 1, 62502 Putrajaya, Malaysia",2.9379621,101.7052889
"Level 14, Wisma Perkeso, No.155, Jln Tun Razak, Kampung Baru, 50400 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1671707,101.7129885
"Century Square, G07-G12,Right Wing, Block 2320, Jalan Usahawan, Cyber 6, 63000 Cyberjaya, Selangor, Malaysia",2.9250484,101.6605273
Denmark,56.26392,9.501785
"Peninsular Malaysia, Malaysia",3.9743406,102.4380581
"9th floor, sethsiripaya 2nd stage, Battaramulla, Sri Lanka",6.9025917,79.9154882
"50538, Menara Perkeso, 281, Jln Ampang, Taman U Thant, 55000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1601072,101.7348291
"Level 1, Jln Sultan Ismail, Chow Kit, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1588148,101.7005745
"Level 16, Menara SSM, No, 7, Jalan Stesen Sentral 5, Kuala Lumpur Sentral, 50470 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1333653,101.6839434
"Block 2280, Jalan Usahawan 2, Cyber 6, 63000 Cyberjaya, Selangor, Malaysia",2.9287368,101.6608149
"Menara Matrade, Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1776225,101.6662616
"82, Jalan Raja Chulan, 50200, Kuala Lumpur, WP Kuala Lumpur, Kuala Lumpur, 50200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1509805,101.7082083
"Jalan Sultan, Pjs 52, 46200 Petaling Jaya, Selangor, Malaysia",3.1021885,101.6438446
"No. 7, Jalan Sultan Haji Ahmad Shah, Kompleks Kerajaan, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1763148,101.668496
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"Tingkat 5, 6 & 7, Wisma SEDCO, Lorong Plaza Wawasan, Api-api Centre, 88999 Kota Kinabalu, Malaysia",5.9739949,116.067741
Malaysia,4.210484,101.975766
"Unit 2-1, Level 2, Tower 2B, UOA Business Park, No 1, Jalan Pengaturcara U1/51a, Seksyen U1, 40150 Shah Alam, Selangor, Malaysia",3.0858369,101.5889347
"Level 7, Menara Axis, No. 2, Jalan 51a/223, Seksyen 51a, 46100 Petaling Jaya, Selangor, Malaysia",3.1031466,101.6389773
"1115, Jalan Utama, Biawak Industrial Estate, 93450 Kuching, Sarawak, Malaysia",1.5602291,110.3853862
"Unit C-8-5, Block C, Megan Avenue 2, No, 12, Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1624637,101.712311
"Menara Pgrm, 8, Jalan Pudu Ulu, Taman Pertama, 55300 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1223683,101.7292924
"Lot 2A, Persiaran Institusi, Kawasan Institusi Bangi, 43000 Kajang, Selangor, Malaysia",2.964632,101.7361004
"Aras 5 - 9, No. 47, Persiaran Perdana, Presint 4, 62100 Putrajaya, Malaysia",2.9045611,101.6814036
"Bangunan Kejora, Jalan Dato Haji Hassan Yunus, Bandar Penawar, 81900 Kota Tinggi, Malaysia",1.5557575,104.2301449
"Taman Teratai, 06500 Langgar, Kedah, Malaysia",6.1485114,100.4123916
"Jalan Dengkil, Batu 24, 43000 Dengkil, Selangor, Malaysia",2.8960895,101.7541567
"Agensi Nuklear Malaysia, 43000 Kajang, Bangi, Malaysia",2.91078,101.77051
"13, Jalan Tun Ismail, Kuala Lumpur, 50480 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1634395,101.6890809
"Jalan Inovasi 3, Taman Teknologi Malaysia, 57000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0467937,101.696317
Malaysia,4.210484,101.975766
"Jln Tun Razak, Titiwangsa, 50694 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1743519,101.7038242
Malaysia,4.210484,101.975766
"Kompleks Kraf Jalan Conlay, 63, Jalan Conlay, Kuala Lumpur, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1487161,101.7183219
"Manila City Hall, Padre Burgos Ave, Ermita, Manila, 1000 Metro Manila, Philippines",14.5900507,120.9814765
"Shipka Street 1, 1000 Old City Center, Sofia, Bulgaria",42.694957,23.3346518
"232, Jln Tun Razak, Titiwangsa, 50572 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1705762,101.7113573
"Suite A-32-7 Menara UOA Bangsar No 5, Jalan Bangsar Utama 1, 59000, Kuala, Lumpur, WP Kuala Lumpur, Bangsar, 59000 Bangsar, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1278346,101.6774024
"Bintulu, Sarawak, Malaysia",3.171322,113.0419069
"Aras 1-4, Blok Podium, 27, Persiaran Perdana, Presint 3, 62618 Putrajaya, Malaysia",2.9137381,101.6844205
"Jalan Mawar Merah 2, Pusat Perdagangan Pasir Gudang 2, 81700 Pasir Gudang, Johor, Malaysia",1.472564,103.901146
"26080 Gebeng, Pahang, Malaysia",3.9767056,103.4241775
"Menara Tun Ismail Mohamed Ali, Aras G, M dan 20, No. 25, Jln Raja Laut, Chow Kit, 50350 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1589191,101.6948949
Malaysia,4.210484,101.975766
Malaysia,4.210484,101.975766
"Unit B, 06-08 12, Jalan Yap Kwan Seng, Kampung Baru, 50450 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.1628878,101.7126118
Malaysia,4.210484,101.975766
"Pengkalan Weld, George Town, 10300 George Town, Pulau Pinang, Malaysia",5.419079,100.3446608
"202, Jalan Pelabuhan utara, Port Klang, 42005, Kawasan 14, 42000 Port Klang, Selangor, Malaysia",3.0087716,101.3930358
"Level 16, IOI City Tower 2, Lebuh IRC IOI Resort City, Ioi Resort, 62502 Sepang, Putrajaya, Malaysia",2.9693957,101.711814
"Sarawak, Malaysia",1.5532783,110.3592127
"Persiaran Perdana, Presint 4, 62100 Putrajaya, Wilayah Persekutuan Putrajaya, Malaysia",2.9023525,101.6802605
"Lot PT 13856 KM6, Lebuhraya Kuala Lumpur - Seremban, Sungai Besi, 57100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",3.0782147,101.7012761
"Tingkat 17, Block F, Ibu Pejabat JKR, Jalan Sultan Salahuddin, 50582, Kuala Lumpur, Wilayah Persekutuan, Kuala Lumpur, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1541375,101.6899344
"Tingkat 11& 17, Block F, Ibu Pejabat JKR, Jalan Sultan Salahuddin, Kuala Lumpur, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1541405,101.6898839
"Tingkat 17, Ibu Pejabat JKR, Jalan Sultan Salahuddin, 50582 Kuala Lumpur, Kuala Lumpur, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.1540985,101.6899638
"RFPX+G46, Port Louis, Mauritius",-20.1637221,57.4977563
Malaysia,4.210484,101.975766
"FJCJ+9RC, Thimphu, Bhutan",27.4709438,89.6320117
Malaysia,4.210484,101.975766
"126, Jalan Jalil Perkasa 19, Bukit Jalil, 57000 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",3.0536333,101.6934867
"4C55+J4R, My Lords Hill, Bridgetown, Barbados",13.1091246,-59.5922262
"19455 Deerfield Ave #306, Lansdowne, VA 20176, USA",39.0775181,-77.4770985
"Alor Gajah, Malacca, Malaysia",2.382211,102.2115611
Malaysia,4.210484,101.975766
"Jalan Perpatih, Taman Pilah Jaya, 72000 Kuala Pilah, Negeri Sembilan, Malaysia",2.7383999,102.2470907
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"Negeri Sembilan, Malaysia",2.7258058,101.9423782
"8, Jalan Ketari, 28700 Bentong, Pahang, Malaysia",3.519963,101.913516
"Pahang, Malaysia",3.8126318,103.3256204
"Kuantan, Pahang, Malaysia",3.8168287,103.3317173
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pahang, Malaysia",3.8126318,103.3256204
"Pejabat Kewangan dan Perbendaharaaan Negeri Pahang Tingkat 6, Wisma Sri Pahang, 25503, Kuantan, Pahang, Taman Sekilau Perdana, 25200 Kuantan, Pahang, Malaysia",3.824973,103.3238999
"Lot 27 & Lot 29, Jalan Seri Kuantan 2, Sri Kuantan Square, 25050 Kuantan, Pahang, Malaysia",3.815822,103.334842
"Jalan Betek, Taman Bukit Kecil, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",5.353846,100.452652
"Pengarah Tanah Dan Galian Tingkat 21 & 22 Komtar, 10000, Pulau Pinang, 10450 George Town, Penang, Malaysia",5.4160929,100.3293449
"Komtar, 10450 George Town, Pulau Pinang, Malaysia",5.4145731,100.3297411
"Bangunan Tun Dr Lim Chong Eu, No 1 Pesiaran Mahsuri, Bandar Bayan Baru, 11909 Bayan Lepas, Pulau Pinang, Malaysia",5.328737,100.282589
"George Town, Penang, Malaysia",5.4141307,100.3287506
"George Town, Penang, Malaysia",5.4141307,100.3287506
"2118, Jalan Perpustakaan, Seberang Jaya, 13700 Perai, Pulau Pinang, Malaysia",5.391897,100.3990361
"Pengarah Kebajikan Masyarakat Jabatan Kebajikan Masyarakat Tingkat 30, 10564, Komtar, Pulau Pinang, 10450 George Town, Penang, Malaysia",5.4148502,100.3300056
"George Town, Penang, Malaysia",5.4141307,100.3287506
"Penang, Malaysia",5.4163935,100.3326786
"George Town, Penang, Malaysia",5.4141307,100.3287506
"George Town, Penang, Malaysia",5.4141307,100.3287506
"George Town, Penang, Malaysia",5.4141307,100.3287506
"Menara Bandaraya, Jln Perda Utama, Bandar Baru Perda, 14000 Bukit Mertajam, Pulau Pinang, Malaysia",5.3706542,100.4326128
"Jalan Haji Abdul Wahab, Kampung Bendera, 31000 Batu Gajah, Perak, Malaysia",4.4795786,101.0378802
"Persiaran Bandaraya, Pusat Perdagangan Greentown, 30450 Ipoh, Perak, Malaysia",4.5986484,101.0902996
"Pejabat Majlis Perbandaran Kuala Kangsar, Jalan Raja Chulan, 33000, Kuala Kangsar, Perak, Bandar Baru, 33000 Kuala Kangsar, Perak, Malaysia",4.7724395,100.9411887
"Lenggong, Perak, Malaysia",5.10844,100.968034
"Manjung, Perak, Malaysia",4.4022491,100.7097867
